@RELATION urnsModelData

@ATTRIBUTE logLen NUMERIC
@ATTRIBUTE singleton NUMERIC
@ATTRIBUTE low5 NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE median NUMERIC
@ATTRIBUTE top10 NUMERIC
@ATTRIBUTE top50 NUMERIC
@ATTRIBUTE top100 NUMERIC
@ATTRIBUTE top1000 NUMERIC
@ATTRIBUTE expTruth NUMERIC

@DATA
10.2748,0.0079,0.0290,24.6292,3.0000,0.4539,0.5860,0.6410,0.7962,1.6283046232373302
10.2481,0.0100,0.0328,22.4353,3.0000,0.4540,0.5871,0.6417,0.7966,1.6283046232373302
10.4756,0.0281,0.0599,13.9774,2.0000,0.3280,0.4828,0.5538,0.7693,1.1144427590378287
10.0992,0.0593,0.0977,9.1108,1.0000,0.3279,0.4832,0.5539,0.7706,1.1144427590378287
10.5925,0.0189,0.0465,17.2160,2.0000,0.3277,0.4826,0.5537,0.7693,1.1144427590378287
10.8171,0.0191,0.0470,17.2163,2.0000,0.3348,0.4918,0.5639,0.7646,1.119657402780714
10.2538,0.0639,0.1022,8.8003,1.0000,0.3360,0.4921,0.5640,0.7672,1.119657402780714
10.4927,0.0457,0.0815,10.7562,2.0000,0.3339,0.4912,0.5633,0.7647,1.119657402780714
10.2823,0.0154,0.0421,18.5740,2.0000,0.4265,0.5749,0.6379,0.7917,1.3942795328338196
10.3383,0.0102,0.0334,22.1973,3.0000,0.4268,0.5760,0.6383,0.7928,1.3942795328338196
10.2256,0.0201,0.0492,16.4487,2.0000,0.4279,0.5776,0.6402,0.7936,1.3942795328338196
10.0205,0.0162,0.0438,17.8916,2.0000,0.4335,0.5722,0.6296,0.7996,1.5401084042031097
9.9603,0.0212,0.0521,15.5946,2.0000,0.4333,0.5702,0.6278,0.7997,1.5401084042031097
10.1610,0.0047,0.0218,29.7120,4.0000,0.4345,0.5715,0.6288,0.7993,1.5401084042031097
10.7745,0.0505,0.0861,10.3288,1.0000,0.4067,0.5804,0.6272,0.7599,1.0547247088841443
10.3385,0.0841,0.1234,7.4542,1.0000,0.4085,0.5808,0.6273,0.7596,1.0547247088841443
10.9077,0.0400,0.0738,11.8370,2.0000,0.4076,0.5807,0.6277,0.7591,1.0547247088841443
10.2227,0.0269,0.0592,14.1606,2.0000,0.4665,0.6046,0.6518,0.7911,1.5089531538816374
10.0717,0.0393,0.0754,11.4986,2.0000,0.4661,0.6044,0.6516,0.7899,1.5089531538816374
10.1612,0.0328,0.0662,12.8794,2.0000,0.4658,0.6051,0.6523,0.7920,1.5089531538816374
11.5233,0.0251,0.0543,15.1824,2.0000,0.2481,0.3784,0.4410,0.6539,1.0248132133982508
11.1085,0.0571,0.0928,9.4050,1.0000,0.2486,0.3786,0.4413,0.6546,1.0248132133982508
10.6840,0.0873,0.1267,6.9964,1.0000,0.2489,0.3793,0.4420,0.6571,1.0248132133982508
10.3719,0.0868,0.1256,7.3274,1.0000,0.3899,0.5731,0.6241,0.7569,1.0243687233234653
10.5758,0.0708,0.1087,8.3779,1.0000,0.3890,0.5736,0.6238,0.7565,1.0243687233234653
10.3645,0.0859,0.1248,7.3817,1.0000,0.3885,0.5732,0.6234,0.7580,1.0243687233234653
10.5945,0.0424,0.0774,10.6075,2.0000,0.2480,0.3812,0.4455,0.6659,1.0055043018598109
10.5132,0.0490,0.0858,9.6662,2.0000,0.2480,0.3799,0.4438,0.6666,1.0055043018598109
10.5378,0.0468,0.0841,9.8636,2.0000,0.2483,0.3799,0.4438,0.6655,1.0055043018598109
10.5422,0.0583,0.0953,9.3919,1.0000,0.4391,0.5588,0.6081,0.7584,1.6939678077066496
10.8224,0.0356,0.0687,12.5555,2.0000,0.4393,0.5591,0.6087,0.7581,1.6939678077066496
10.8096,0.0368,0.0700,12.3242,2.0000,0.4370,0.5570,0.6064,0.7565,1.6939678077066496
10.7313,0.1045,0.1428,6.5207,1.0000,0.4119,0.5317,0.5812,0.7274,1.5784398245608742
10.8063,0.0988,0.1369,6.7844,1.0000,0.4096,0.5299,0.5797,0.7272,1.5784398245608742
10.8425,0.0968,0.1348,6.8844,1.0000,0.4105,0.5309,0.5797,0.7270,1.5784398245608742
10.7524,0.0024,0.0150,38.1060,5.0000,0.3867,0.5277,0.5878,0.7675,1.3719678280077945
10.3496,0.0352,0.0689,12.3824,2.0000,0.3855,0.5269,0.5873,0.7695,1.3719678280077945
10.1397,0.0524,0.0901,9.7758,1.0000,0.3857,0.5265,0.5871,0.7690,1.3719678280077945
10.2590,0.0213,0.0512,15.9793,2.0000,0.5177,0.6180,0.6587,0.7933,1.5693853513117275
10.3868,0.0102,0.0332,22.4032,3.0000,0.5179,0.6178,0.6587,0.7925,1.5693853513117275
10.1747,0.0288,0.0616,13.6761,2.0000,0.5166,0.6165,0.6576,0.7923,1.5693853513117275
10.4148,0.0005,0.0066,56.6953,7.0000,0.3781,0.5265,0.5905,0.7839,1.3054759768401631
10.1470,0.0228,0.0535,15.2694,2.0000,0.3784,0.5268,0.5914,0.7853,1.3054759768401631
10.2294,0.0156,0.0428,18.2919,2.0000,0.3782,0.5263,0.5904,0.7847,1.3054759768401631
9.9832,0.0433,0.0814,10.6337,2.0000,0.4303,0.5602,0.6137,0.7783,1.6126910134727248
10.1573,0.0285,0.0618,13.4616,2.0000,0.4302,0.5597,0.6136,0.7779,1.6126910134727248
10.3735,0.0092,0.0320,22.6033,3.0000,0.4291,0.5592,0.6132,0.7766,1.6126910134727248
10.6763,0.0480,0.1069,8.1010,2.0000,0.3049,0.4755,0.5171,0.6517,0.8568716149430186
10.7260,0.0408,0.0977,8.7292,2.0000,0.3037,0.4732,0.5144,0.6491,0.8568716149430186
10.6663,0.0497,0.1095,7.9310,2.0000,0.3039,0.4733,0.5154,0.6493,0.8568716149430186
9.9979,0.0404,0.0765,11.3458,2.0000,0.4521,0.5878,0.6438,0.7936,1.5673611075480822
10.4285,0.0050,0.0227,29.2828,4.0000,0.4523,0.5885,0.6441,0.7918,1.5673611075480822
10.2959,0.0162,0.0436,18.1874,2.0000,0.4517,0.5883,0.6439,0.7919,1.5673611075480822
10.2634,0.0267,0.0586,14.2219,2.0000,0.4413,0.5716,0.6255,0.7858,1.6251337921257758
10.4178,0.0137,0.0395,19.6244,3.0000,0.4414,0.5713,0.6251,0.7851,1.6251337921257758
10.3367,0.0203,0.0498,16.3123,2.0000,0.4405,0.5706,0.6240,0.7850,1.6251337921257758
10.8264,0.0787,0.1180,7.7401,1.0000,0.4036,0.5245,0.5751,0.7259,1.5750867170116376
10.9708,0.0682,0.1061,8.5183,1.0000,0.4036,0.5248,0.5750,0.7256,1.5750867170116376
10.6511,0.0927,0.1331,6.9186,1.0000,0.4039,0.5251,0.5750,0.7253,1.5750867170116376
10.1060,0.0184,0.0473,16.9117,2.0000,0.4821,0.6155,0.6594,0.7991,1.1881754634754669
9.9990,0.0281,0.0611,13.7616,2.0000,0.4822,0.6152,0.6604,0.8003,1.1881754634754669
10.2084,0.0099,0.0329,22.3695,3.0000,0.4829,0.6171,0.6612,0.7998,1.1881754634754669
10.0406,0.0330,0.0677,12.5974,2.0000,0.4838,0.6089,0.6554,0.7948,1.734700913364134
10.4081,0.0021,0.0143,38.7259,5.0000,0.4828,0.6096,0.6554,0.7942,1.734700913364134
10.1870,0.0198,0.0489,16.5268,2.0000,0.4847,0.6109,0.6574,0.7970,1.734700913364134
9.9544,0.0117,0.0364,20.6351,3.0000,0.5218,0.6255,0.6686,0.8092,1.413906566944006
9.8806,0.0189,0.0484,16.5488,2.0000,0.5228,0.6269,0.6689,0.8090,1.413906566944006
10.1003,0.0000,0.0007,110.4674,14.0000,0.5230,0.6276,0.6702,0.8089,1.413906566944006
10.7654,0.0262,0.0572,14.5363,2.0000,0.4292,0.5520,0.6031,0.7567,1.6472922395242016
10.7823,0.0247,0.0550,15.0191,2.0000,0.4289,0.5521,0.6031,0.7567,1.6472922395242016
11.0622,0.0026,0.0150,38.2149,5.0000,0.4291,0.5522,0.6032,0.7562,1.6472922395242016
10.0952,0.0101,0.0332,22.1617,3.0000,0.5072,0.6220,0.6647,0.8039,1.7793311536306224
10.0155,0.0163,0.0444,17.7651,2.0000,0.5066,0.6214,0.6648,0.8032,1.7793311536306224
9.9346,0.0241,0.0557,14.7956,2.0000,0.5059,0.6210,0.6639,0.8043,1.7793311536306224
10.1004,0.0230,0.0541,15.1423,2.0000,0.4545,0.5820,0.6349,0.7936,1.6987041535657892
10.1242,0.0210,0.0509,15.9374,2.0000,0.4549,0.5824,0.6345,0.7946,1.6987041535657892
10.2077,0.0137,0.0392,19.5906,3.0000,0.4552,0.5827,0.6350,0.7942,1.6987041535657892
9.9945,0.0298,0.0628,13.3346,2.0000,0.4234,0.5628,0.6209,0.7938,1.494279014231426
10.0526,0.0246,0.0560,14.7170,2.0000,0.4243,0.5630,0.6206,0.7935,1.494279014231426
10.2441,0.0091,0.0314,23.1569,3.0000,0.4238,0.5628,0.6213,0.7933,1.494279014231426
10.0404,0.0029,0.0167,34.5216,5.0000,0.3386,0.4951,0.5666,0.7918,1.1472416178264393
9.9775,0.0082,0.0297,23.6556,3.0000,0.3378,0.4950,0.5664,0.7921,1.1472416178264393
10.0516,0.0019,0.0132,39.7034,5.0000,0.3388,0.4958,0.5676,0.7923,1.1472416178264393
10.0430,0.0488,0.0894,9.7336,2.0000,0.2762,0.4312,0.5078,0.7586,0.978754033527647
10.5638,0.0002,0.0045,62.5224,8.0000,0.2768,0.4311,0.5079,0.7583,0.978754033527647
10.3380,0.0203,0.0519,15.4231,2.0000,0.2772,0.4314,0.5081,0.7582,0.978754033527647
10.4807,0.0003,0.0045,65.0338,8.0000,0.4346,0.5635,0.6169,0.7784,1.636836220506183
10.2651,0.0177,0.0465,17.0098,2.0000,0.4347,0.5641,0.6175,0.7789,1.636836220506183
10.2792,0.0169,0.0451,17.4037,2.0000,0.4349,0.5636,0.6171,0.7787,1.636836220506183
10.3166,0.0346,0.0688,12.3966,2.0000,0.4179,0.5510,0.6058,0.7716,1.534096909503883
10.2098,0.0427,0.0786,11.0152,2.0000,0.4194,0.5512,0.6065,0.7721,1.534096909503883
10.5974,0.0111,0.0345,21.6847,3.0000,0.4182,0.5504,0.6055,0.7713,1.534096909503883
11.3749,0.0435,0.1066,8.0362,2.0000,0.4116,0.4592,0.4833,0.5885,0.8186339281024569
10.8894,0.1251,0.2014,4.6416,1.0000,0.4119,0.4591,0.4827,0.5904,0.8186339281024569
10.9051,0.1219,0.1984,4.7035,1.0000,0.4099,0.4580,0.4820,0.5891,0.8186339281024569
11.2217,0.0800,0.1513,5.9510,2.0000,0.1365,0.2358,0.2937,0.5493,0.8242366900252343
11.0384,0.1107,0.1855,4.9543,1.0000,0.1351,0.2340,0.2916,0.5476,0.8242366900252343
11.2065,0.0832,0.1552,5.8052,2.0000,0.1355,0.2346,0.2922,0.5473,0.8242366900252343
10.3371,0.0109,0.0346,21.1791,3.0000,0.2807,0.4293,0.5007,0.7449,1.019580858462681
10.0395,0.0369,0.0724,11.5859,2.0000,0.2809,0.4288,0.5003,0.7453,1.019580858462681
10.1789,0.0244,0.0558,14.4901,2.0000,0.2814,0.4291,0.5005,0.7462,1.019580858462681
10.9066,0.1129,0.1573,5.8396,1.0000,0.2810,0.4094,0.4675,0.6523,1.1662415823724464
10.8050,0.1215,0.1670,5.5285,1.0000,0.2818,0.4112,0.4687,0.6535,1.1662415823724464
10.8066,0.1209,0.1664,5.5363,1.0000,0.2817,0.4097,0.4679,0.6527,1.1662415823724464
10.8024,0.0002,0.0055,43.8818,9.0000,0.1643,0.2712,0.3285,0.5606,0.8968498115103991
10.6323,0.0227,0.0656,11.5372,3.0000,0.1634,0.2703,0.3275,0.5606,0.8968498115103991
10.6496,0.0212,0.0623,12.0165,3.0000,0.1639,0.2710,0.3288,0.5622,0.8968498115103991
10.0297,0.0165,0.0444,17.7623,2.0000,0.3396,0.5186,0.6055,0.8007,1.00868749529469
10.0537,0.0149,0.0416,18.6845,3.0000,0.3400,0.5200,0.6061,0.8000,1.00868749529469
9.8963,0.0284,0.0615,13.5753,2.0000,0.3387,0.5186,0.6055,0.8003,1.00868749529469
11.0927,0.0001,0.0045,38.5841,10.0000,0.1105,0.1929,0.2402,0.4519,0.8271244159357048
10.6762,0.0754,0.1482,5.6708,2.0000,0.1104,0.1930,0.2404,0.4551,0.8271244159357048
10.7901,0.0548,0.1218,6.7134,2.0000,0.1118,0.1929,0.2405,0.4548,0.8271244159357048
9.9485,0.0232,0.0545,15.1165,2.0000,0.4822,0.6152,0.6624,0.8055,1.6347025986283301
10.1305,0.0084,0.0299,23.9177,3.0000,0.4828,0.6152,0.6620,0.8029,1.6347025986283301
10.0059,0.0187,0.0476,16.7894,2.0000,0.4808,0.6139,0.6608,0.8035,1.6347025986283301
10.7413,0.0040,0.0269,21.7883,5.0000,0.1829,0.3063,0.3738,0.6465,0.8766913027079268
10.3708,0.0580,0.1170,7.4603,2.0000,0.1832,0.3065,0.3747,0.6484,0.8766913027079268
10.5477,0.0329,0.0837,9.8896,2.0000,0.1833,0.3065,0.3739,0.6477,0.8766913027079268
10.3499,0.0455,0.0816,10.7760,2.0000,0.3886,0.5442,0.6116,0.7760,1.2535621932576635
10.2053,0.0584,0.0964,9.2670,1.0000,0.3887,0.5435,0.6113,0.7750,1.2535621932576635
10.1329,0.0636,0.1027,8.7682,1.0000,0.3864,0.5421,0.6104,0.7753,1.2535621932576635
10.1839,0.0083,0.0299,23.4913,3.0000,0.3415,0.4911,0.5573,0.7641,1.2171332126787417
10.2844,0.0001,0.0031,73.1788,9.0000,0.3418,0.4906,0.5570,0.7642,1.2171332126787417
10.2590,0.0020,0.0136,38.6991,5.0000,0.3427,0.4914,0.5573,0.7640,1.2171332126787417
10.5481,0.0127,0.0375,20.4360,3.0000,0.4613,0.5842,0.6347,0.7827,1.7519590033961034
10.4495,0.0216,0.0513,15.9331,2.0000,0.4606,0.5834,0.6337,0.7820,1.7519590033961034
10.2630,0.0357,0.0703,12.2430,2.0000,0.4619,0.5851,0.6351,0.7836,1.7519590033961034
10.0228,0.0226,0.0539,14.9650,2.0000,0.4239,0.5590,0.6143,0.7844,1.5603890904545847
10.2921,0.0000,0.0008,106.7348,14.0000,0.4249,0.5589,0.6151,0.7839,1.5603890904545847
10.2612,0.0024,0.0150,37.0027,5.0000,0.4254,0.5595,0.6157,0.7845,1.5603890904545847
10.3003,0.0677,0.1077,8.3626,1.0000,0.4297,0.5520,0.6018,0.7557,1.666374088116131
10.5562,0.0468,0.0836,10.4916,2.0000,0.4314,0.5532,0.6035,0.7556,1.666374088116131
10.9250,0.0167,0.0436,18.1332,2.0000,0.4316,0.5530,0.6030,0.7546,1.666374088116131
9.6998,0.0050,0.0232,26.9956,4.0000,0.3452,0.4989,0.5677,0.7861,1.1979912800617563
9.6067,0.0137,0.0408,17.9927,3.0000,0.3439,0.4980,0.5672,0.7861,1.1979912800617563
9.6122,0.0135,0.0403,18.2243,3.0000,0.3441,0.4979,0.5667,0.7866,1.1979912800617563
10.4013,0.0240,0.0553,14.8436,2.0000,0.3812,0.5224,0.5821,0.7638,1.3721905001857084
10.6029,0.0081,0.0290,24.5971,3.0000,0.3828,0.5237,0.5838,0.7637,1.3721905001857084
10.5063,0.0157,0.0422,18.4913,2.0000,0.3830,0.5238,0.5837,0.7645,1.3721905001857084
10.4493,0.0842,0.1247,7.3323,1.0000,0.4109,0.5345,0.5854,0.7387,1.5882990453765706
10.4734,0.0814,0.1217,7.5077,1.0000,0.4124,0.5360,0.5869,0.7411,1.5882990453765706
10.9973,0.0410,0.0758,11.4843,2.0000,0.4107,0.5341,0.5853,0.7379,1.5882990453765706
9.0885,0.0004,0.0060,54.9802,8.0000,0.5309,0.6535,0.7010,0.8563,1.0052124416191408
9.0893,0.0004,0.0055,56.7875,8.0000,0.5324,0.6545,0.7020,0.8563,1.0052124416191408
9.0857,0.0007,0.0076,49.7171,7.0000,0.5327,0.6544,0.7021,0.8566,1.0052124416191408
10.3247,0.0034,0.0183,33.3208,4.0000,0.5165,0.6184,0.6604,0.7966,0.9974834032759634
10.1852,0.0151,0.0421,18.6193,3.0000,0.5173,0.6191,0.6605,0.7976,0.9974834032759634
10.0845,0.0244,0.0562,14.6911,2.0000,0.5182,0.6177,0.6592,0.7965,0.9974834032759634
10.7132,0.0604,0.0973,9.2423,1.0000,0.3142,0.4668,0.5387,0.7485,1.0816587677380298
10.5629,0.0719,0.1104,8.2349,1.0000,0.3140,0.4673,0.5384,0.7481,1.0816587677380298
11.0517,0.0352,0.0676,12.7520,2.0000,0.3141,0.4675,0.5388,0.7476,1.0816587677380298
10.8949,0.0169,0.0435,18.3682,2.0000,0.4862,0.6009,0.6415,0.7703,1.2094523658979572
10.3416,0.0608,0.0992,9.0760,1.0000,0.4839,0.5989,0.6400,0.7706,1.2094523658979572
10.7840,0.0259,0.0566,14.8010,2.0000,0.4846,0.6000,0.6407,0.7697,1.2094523658979572
10.1101,0.0544,0.0924,9.6260,1.0000,0.3767,0.5422,0.6150,0.7807,1.1630050274243737
10.3542,0.0337,0.0675,12.6606,2.0000,0.3762,0.5418,0.6161,0.7806,1.1630050274243737
10.1057,0.0545,0.0919,9.6806,1.0000,0.3757,0.5413,0.6161,0.7827,1.1630050274243737
10.3092,0.0728,0.1116,8.1694,1.0000,0.5004,0.6008,0.6405,0.7674,1.5509058117224281
10.9099,0.0243,0.0543,15.3647,2.0000,0.5013,0.6006,0.6398,0.7664,1.5509058117224281
10.8556,0.0286,0.0599,14.1330,2.0000,0.5001,0.6007,0.6398,0.7662,1.5509058117224281
10.0481,0.0013,0.0110,43.9375,6.0000,0.4842,0.6181,0.6660,0.8101,1.6313560320889742
10.0448,0.0014,0.0112,43.5681,6.0000,0.4843,0.6186,0.6662,0.8101,1.6313560320889742
9.8097,0.0210,0.0516,15.7459,2.0000,0.4839,0.6188,0.6661,0.8113,1.6313560320889742
10.4480,0.0558,0.0927,9.6300,1.0000,0.4370,0.5619,0.6140,0.7663,1.6249901920486631
10.6053,0.0430,0.0777,11.2704,2.0000,0.4380,0.5631,0.6150,0.7672,1.6249901920486631
10.2613,0.0708,0.1096,8.2859,1.0000,0.4378,0.5630,0.6151,0.7671,1.6249901920486631
10.0903,0.0382,0.0738,11.5837,2.0000,0.3141,0.4680,0.5404,0.7711,1.0941273784200785
10.2455,0.0259,0.0578,14.3147,2.0000,0.3150,0.4688,0.5403,0.7704,1.0941273784200785
10.5557,0.0004,0.0052,63.0321,8.0000,0.3151,0.4690,0.5404,0.7705,1.0941273784200785
10.5422,0.0486,0.0861,10.1904,2.0000,0.4048,0.5337,0.5874,0.7485,1.5254686534306605
10.6030,0.0434,0.0796,10.9028,2.0000,0.4041,0.5335,0.5874,0.7477,1.5254686534306605
10.2492,0.0732,0.1140,7.9202,1.0000,0.4049,0.5332,0.5875,0.7507,1.5254686534306605
10.4640,0.0002,0.0037,71.2996,9.0000,0.4076,0.5794,0.6436,0.7929,1.197834047079911
10.2708,0.0156,0.0429,18.3587,2.0000,0.4069,0.5792,0.6429,0.7934,1.197834047079911
10.2884,0.0143,0.0401,19.3157,3.0000,0.4074,0.5786,0.6430,0.7930,1.197834047079911
9.7583,0.0091,0.0317,22.6711,3.0000,0.4599,0.5923,0.6471,0.8145,1.6825238369677231
9.8484,0.0015,0.0117,41.8297,6.0000,0.4578,0.5909,0.6462,0.8134,1.6825238369677231
9.7941,0.0060,0.0253,26.5689,4.0000,0.4595,0.5934,0.6488,0.8160,1.6825238369677231
10.8715,0.0512,0.0865,10.2929,1.0000,0.3729,0.5256,0.5933,0.7533,1.2248148492613622
10.8566,0.0527,0.0887,10.0597,1.0000,0.3728,0.5248,0.5915,0.7520,1.2248148492613622
10.4224,0.0850,0.1234,7.4543,1.0000,0.3733,0.5266,0.5943,0.7555,1.2248148492613622
9.9984,0.0158,0.0436,17.9030,2.0000,0.4445,0.5764,0.6316,0.7977,1.6341643301575839
10.1810,0.0009,0.0087,49.5763,6.0000,0.4439,0.5766,0.6315,0.7975,1.6341643301575839
9.9373,0.0216,0.0520,15.5678,2.0000,0.4445,0.5773,0.6327,0.7987,1.6341643301575839
10.2819,0.0356,0.0801,10.5560,2.0000,0.3559,0.5366,0.5847,0.7292,0.9261580352088301
10.5810,0.0004,0.0071,45.2302,8.0000,0.3538,0.5343,0.5825,0.7279,0.9261580352088301
10.3272,0.0294,0.0718,11.5468,2.0000,0.3542,0.5338,0.5820,0.7289,0.9261580352088301
10.7062,0.0296,0.0612,13.5476,2.0000,0.3130,0.4554,0.5197,0.7224,1.1722921703669649
10.8735,0.0153,0.0413,18.7668,2.0000,0.3138,0.4555,0.5197,0.7222,1.1722921703669649
10.6659,0.0322,0.0650,12.8739,2.0000,0.3133,0.4560,0.5207,0.7240,1.1722921703669649
10.0889,0.0467,0.0835,10.5144,2.0000,0.3800,0.5621,0.6348,0.7864,1.0862852369091327
10.3792,0.0236,0.0541,15.2788,2.0000,0.3803,0.5604,0.6331,0.7862,1.0862852369091327
10.3833,0.0228,0.0528,15.5626,2.0000,0.3785,0.5585,0.6324,0.7851,1.0862852369091327
10.5975,0.0106,0.0341,20.7442,3.0000,0.3147,0.4561,0.5200,0.7207,1.1897109307793492
10.6423,0.0066,0.0259,25.2771,4.0000,0.3144,0.4561,0.5200,0.7211,1.1897109307793492
10.6963,0.0021,0.0140,37.3664,5.0000,0.3145,0.4555,0.5194,0.7198,1.1897109307793492
10.2752,0.0314,0.0645,13.1689,2.0000,0.4594,0.5994,0.6476,0.7865,1.5079246211675836
10.0632,0.0498,0.0876,10.0937,1.0000,0.4612,0.6003,0.6482,0.7863,1.5079246211675836
10.5258,0.0113,0.0350,21.5760,3.0000,0.4596,0.5991,0.6474,0.7860,1.5079246211675836
10.3137,0.0396,0.0751,11.5276,2.0000,0.4539,0.5735,0.6223,0.7745,1.7821313984704918
10.4602,0.0280,0.0600,13.9471,2.0000,0.4542,0.5733,0.6228,0.7733,1.7821313984704918
10.2420,0.0459,0.0825,10.6046,2.0000,0.4532,0.5735,0.6228,0.7745,1.7821313984704918
10.8573,0.0048,0.0216,30.4267,4.0000,0.4512,0.5698,0.6185,0.7673,1.7868314319177399
10.3146,0.0486,0.0862,10.2169,2.0000,0.4510,0.5689,0.6182,0.7676,1.7868314319177399
10.5934,0.0262,0.0572,14.5189,2.0000,0.4517,0.5702,0.6184,0.7673,1.7868314319177399
10.1832,0.0556,0.0928,9.5967,1.0000,0.4118,0.5768,0.6345,0.7796,1.241444640674523
10.2983,0.0461,0.0826,10.6692,2.0000,0.4128,0.5774,0.6358,0.7777,1.241444640674523
10.3335,0.0433,0.0790,11.0698,2.0000,0.4139,0.5773,0.6344,0.7771,1.241444640674523
10.3319,0.0031,0.0174,34.4761,4.0000,0.4412,0.5763,0.6320,0.7943,1.5785036575471134
10.2748,0.0074,0.0283,24.9476,3.0000,0.4412,0.5759,0.6318,0.7944,1.5785036575471134
10.2178,0.0127,0.0377,20.1530,3.0000,0.4415,0.5760,0.6320,0.7948,1.5785036575471134
10.6635,0.0117,0.0357,21.1501,3.0000,0.3937,0.5324,0.5907,0.7664,1.415524025667586
10.8039,0.0008,0.0085,51.5045,6.0000,0.3938,0.5321,0.5903,0.7657,1.415524025667586
10.1030,0.0567,0.0952,9.3004,1.0000,0.3940,0.5327,0.5910,0.7684,1.415524025667586
10.7057,0.0079,0.0287,25.0681,3.0000,0.4502,0.5772,0.6294,0.7793,1.6627317042001624
10.7172,0.0072,0.0269,26.2372,3.0000,0.4509,0.5774,0.6294,0.7797,1.6627317042001624
10.3208,0.0392,0.0741,11.7163,2.0000,0.4502,0.5772,0.6293,0.7809,1.6627317042001624
10.2591,0.0265,0.0586,14.2768,2.0000,0.4670,0.6076,0.6521,0.7892,1.3097428323659155
10.3890,0.0157,0.0431,18.3361,2.0000,0.4680,0.6084,0.6528,0.7891,1.3097428323659155
10.0861,0.0404,0.0765,11.3793,2.0000,0.4670,0.6081,0.6525,0.7912,1.3097428323659155
10.3010,0.0303,0.0651,12.8339,2.0000,0.3965,0.5315,0.5888,0.7611,1.4681638081403952
10.1684,0.0425,0.0804,10.7136,2.0000,0.3972,0.5331,0.5899,0.7629,1.4681638081403952
10.0616,0.0513,0.0916,9.5507,2.0000,0.3972,0.5315,0.5883,0.7611,1.4681638081403952
10.5466,0.0036,0.0186,32.7690,4.0000,0.3894,0.5287,0.5874,0.7636,1.4140684130326664
10.0231,0.0481,0.0858,10.0736,2.0000,0.3864,0.5267,0.5860,0.7659,1.4140684130326664
10.0274,0.0469,0.0851,10.1711,2.0000,0.3902,0.5298,0.5893,0.7659,1.4140684130326664
10.5976,0.0403,0.0760,11.3788,2.0000,0.4128,0.5398,0.5924,0.7523,1.5566375508863557
10.3175,0.0630,0.1031,8.6779,1.0000,0.4110,0.5389,0.5916,0.7513,1.5566375508863557
10.4068,0.0568,0.0953,9.3153,1.0000,0.4133,0.5403,0.5931,0.7526,1.5566375508863557
10.2905,0.0653,0.1056,8.4830,1.0000,0.4031,0.5335,0.5881,0.7515,1.513620252665895
10.6164,0.0382,0.0737,11.6747,2.0000,0.4028,0.5330,0.5878,0.7502,1.513620252665895
10.8765,0.0169,0.0442,17.8110,2.0000,0.4023,0.5317,0.5862,0.7483,1.513620252665895
10.4560,0.0829,0.1230,7.3649,1.0000,0.3623,0.4970,0.5536,0.7275,1.360374142295135
10.5927,0.0724,0.1110,8.1005,1.0000,0.3633,0.4977,0.5549,0.7276,1.360374142295135
10.5270,0.0762,0.1150,7.8325,1.0000,0.3649,0.4987,0.5553,0.7289,1.360374142295135
10.3223,0.0515,0.0891,9.8307,1.0000,0.3944,0.5285,0.5844,0.7545,1.4503687918345962
10.8180,0.0115,0.0353,21.3396,3.0000,0.3934,0.5276,0.5845,0.7534,1.4503687918345962
10.4124,0.0459,0.0825,10.5367,2.0000,0.3925,0.5261,0.5829,0.7530,1.4503687918345962
10.4737,0.0013,0.0109,44.6531,6.0000,0.3407,0.4913,0.5591,0.7717,1.1872911880872836
10.1168,0.0307,0.0645,12.9741,2.0000,0.3408,0.4916,0.5585,0.7711,1.1872911880872836
9.9879,0.0425,0.0791,10.8827,2.0000,0.3421,0.4921,0.5597,0.7719,1.1872911880872836
9.1903,0.0006,0.0074,50.1635,7.0000,0.4297,0.5853,0.6518,0.8458,1.4059264242178104
9.1267,0.0064,0.0278,24.2660,4.0000,0.4288,0.5834,0.6501,0.8458,1.4059264242178104
9.1797,0.0014,0.0121,40.1834,6.0000,0.4284,0.5851,0.6522,0.8465,1.4059264242178104
11.3402,0.0744,0.1142,8.0140,1.0000,0.4625,0.5609,0.5968,0.7132,0.9804609595933427
11.5400,0.0585,0.0963,9.3538,1.0000,0.4631,0.5620,0.5974,0.7143,0.9804609595933427
11.8856,0.0306,0.0632,13.5262,2.0000,0.4627,0.5614,0.5971,0.7134,0.9804609595933427
9.9678,0.0217,0.0540,14.8991,2.0000,0.2852,0.4428,0.5217,0.7781,0.9814749599506982
9.9122,0.0264,0.0608,13.4570,2.0000,0.2873,0.4446,0.5227,0.7779,0.9814749599506982
10.1856,0.0015,0.0122,39.9064,6.0000,0.2846,0.4421,0.5202,0.7756,0.9814749599506982
10.0338,0.0147,0.0418,18.2691,3.0000,0.2866,0.4395,0.5133,0.7680,1.008071885433895
10.1923,0.0011,0.0103,44.9718,6.0000,0.2879,0.4402,0.5141,0.7675,1.008071885433895
10.0482,0.0134,0.0391,19.2052,3.0000,0.2874,0.4398,0.5130,0.7674,1.008071885433895
10.3083,0.0000,0.0010,81.2190,13.0000,0.4403,0.5664,0.6086,0.7527,0.9391463888263617
10.3036,0.0005,0.0073,46.0590,7.0000,0.4406,0.5669,0.6095,0.7537,0.9391463888263617
